date,open,close,high,low,volume_lots,amount_yuan,amplitude_pct,change_pct,change_amount,turnover_rate_pct
2026-07-28,6.01,6.02,6.04,5.89,318058,190328955.00,2.50,0.50,0.03,0.66
2026-07-29,6.01,6.16,6.19,6.01,449105,275809574.00,2.99,2.33,0.14,0.94
2026-07-30,6.15,6.29,6.30,6.14,439517,274505488.00,2.60,2.11,0.13,0.92
2026-07-31,6.22,6.30,6.34,6.16,444842,277723430.00,2.86,0.16,0.01,0.93
2026-08-03,6.30,6.34,6.39,6.26,473849,300315860.00,2.06,0.63,0.04,0.99
2026-08-04,6.36,6.13,6.37,6.13,435560,269990147.00,3.79,-3.31,-0.21,0.91
2026-08-05,6.14,6.07,6.19,6.07,337341,205902506.00,1.96,-0.98,-0.06,0.70
2026-08-06,6.11,6.06,6.12,5.98,301630,182132425.00,2.31,-0.16,-0.01,0.63
2026-08-07,6.05,6.05,6.08,5.98,252192,152306771.00,1.65,-0.17,-0.01,0.53
2026-08-10,6.06,6.11,6.18,6.01,288199,176553684.00,2.81,0.99,0.06,0.60
2026-08-11,6.10,6.09,6.19,6.09,196093,120297175.00,1.64,-0.33,-0.02,0.41
2026-08-12,6.12,6.07,6.13,6.04,203970,123926141.00,1.48,-0.33,-0.02,0.42
2026-08-13,6.08,5.99,6.09,5.99,216332,130539742.00,1.65,-1.32,-0.08,0.45
2026-08-14,6.00,5.91,6.02,5.91,206624,122919938.00,1.84,-1.34,-0.08,0.43
2026-08-17,5.92,5.92,5.94,5.84,260154,153327022.00,1.69,0.17,0.01,0.54
2026-08-18,5.91,5.86,5.94,5.84,283231,166424112.00,1.69,-1.01,-0.06,0.59
2026-08-19,5.89,6.00,6.02,5.85,321353,191681846.00,2.90,2.39,0.14,0.67
2026-08-20,5.97,6.01,6.04,5.93,247046,147739556.00,1.83,0.17,0.01,0.51
2026-08-21,6.01,5.90,6.02,5.87,200841,118925670.00,2.50,-1.83,-0.11,0.42
2026-08-24,5.89,5.98,6.01,5.88,265477,158317522.00,2.20,1.36,0.08,0.55
2026-08-25,5.99,6.04,6.06,5.98,249807,150305719.00,1.34,1.00,0.06,0.52
2026-08-26,6.01,6.01,6.10,5.98,215914,130406636.00,1.99,-0.50,-0.03,0.45
2026-08-27,6.02,5.97,6.02,5.93,222902,133021372.00,1.50,-0.67,-0.04,0.46
2026-08-28,5.98,5.95,6.00,5.90,236388,140521663.00,1.68,-0.34,-0.02,0.49
2026-08-31,5.97,5.95,6.10,5.86,469053,278036162.00,4.03,0.00,0.00,0.98
2026-09-01,5.93,5.90,6.02,5.89,455941,271209959.00,2.18,-0.84,-0.05,0.95
2026-09-02,5.92,5.84,5.98,5.82,420221,247086870.00,2.71,-1.02,-0.06,0.87
