date,open,close,high,low,volume_lots,amount_yuan,amplitude_pct,change_pct,change_amount,turnover_rate_pct
2026-05-25,38.74,38.63,39.12,38.40,325133,1261335416.87,1.86,-0.28,-0.11,0.59
2026-05-26,38.60,38.88,39.00,38.47,336834,1302961285.85,1.37,0.65,0.25,0.61
2026-05-27,38.80,38.61,39.08,38.24,384820,1483103981.22,2.16,-0.69,-0.27,0.70
2026-05-28,38.40,37.88,38.49,37.80,376929,1432603891.98,1.79,-1.89,-0.73,0.68
2026-05-29,38.00,39.17,39.38,38.00,694772,2713373140.61,3.64,3.41,1.29,1.26
2026-06-01,38.90,39.09,39.29,38.63,486477,1898417139.44,1.68,-0.20,-0.08,0.88
2026-06-02,39.09,39.52,39.73,39.00,462828,1826653782.53,1.87,1.10,0.43,0.84
2026-06-03,39.52,39.50,39.68,39.33,298355,1178242325.62,0.89,-0.05,-0.02,0.54
2026-06-04,39.50,38.88,39.86,38.80,390448,1531421749.62,2.68,-1.57,-0.62,0.71
2026-06-05,38.70,38.46,39.27,38.42,367641,1424485747.40,2.19,-1.08,-0.42,0.67
2026-06-08,38.21,38.11,38.59,37.93,342635,1310397167.56,1.72,-0.91,-0.35,0.62
2026-06-09,38.02,37.88,38.08,37.59,397146,1501129048.25,1.29,-0.60,-0.23,0.72
2026-06-10,37.86,38.20,38.39,37.62,347450,1323611744.57,2.03,0.84,0.32,0.63
2026-06-11,38.13,38.50,38.65,37.99,384456,1474382447.29,1.73,0.79,0.30,0.70
2026-06-12,38.35,38.53,38.63,38.10,461327,1772432563.12,1.38,0.08,0.03,0.84
2026-06-15,38.53,37.86,38.54,37.65,659123,2496546585.25,2.31,-1.74,-0.67,1.19
2026-06-16,37.82,37.29,37.82,37.27,471443,1763657295.34,1.45,-1.51,-0.57,0.85
2026-06-17,37.33,37.15,37.40,37.02,365021,1354371903.61,1.02,-0.38,-0.14,0.66
2026-06-18,37.10,36.72,37.29,36.64,551841,2034804550.41,1.75,-1.16,-0.43,1.00
2026-06-22,36.73,36.99,37.36,36.27,509442,1878313418.53,2.97,0.74,0.27,0.92
2026-06-23,37.20,37.28,37.64,36.95,466967,1736587193.38,1.87,0.78,0.29,0.85
2026-06-24,37.00,37.11,37.28,36.70,347526,1286222529.27,1.56,-0.46,-0.17,0.63
2026-06-25,37.06,37.16,37.65,36.97,572196,2133144794.11,1.83,0.13,0.05,1.04
2026-06-26,37.17,37.02,37.34,36.80,448351,1663026474.16,1.45,-0.38,-0.14,0.81
2026-06-29,37.45,37.92,38.19,37.05,697858,2631487549.69,3.08,2.43,0.90,1.26
2026-06-30,38.00,37.50,38.40,37.27,575456,2164930622.99,2.98,-1.11,-0.42,1.04
2026-07-01,37.54,37.46,37.77,36.83,597155,2225863692.09,2.51,-0.11,-0.04,1.08
2026-07-02,37.50,38.00,38.25,37.50,646581,2453608761.33,2.00,1.44,0.54,1.17
2026-07-03,38.21,38.33,38.87,37.93,589543,2264188102.14,2.47,0.87,0.33,1.07
2026-07-06,38.33,39.00,39.10,38.06,619011,2395884044.80,2.71,1.75,0.67,1.12
2026-07-07,38.82,38.40,38.94,38.30,401209,1543157518.01,1.64,-1.54,-0.60,0.73
2026-07-08,38.30,38.54,38.70,38.08,306971,1180437144.21,1.61,0.36,0.14,0.56
2026-07-09,38.40,38.24,38.41,38.05,292163,1115583386.30,0.93,-0.78,-0.30,0.53
2026-07-10,38.18,38.25,38.48,37.75,386632,1475262144.54,1.91,0.03,0.01,0.70
2026-07-13,38.20,38.71,38.86,38.12,495073,1913299397.08,1.93,1.20,0.46,0.90
2026-07-14,38.63,39.18,39.19,38.63,498962,1942817893.26,1.45,1.21,0.47,0.90
2026-07-15,39.04,39.83,39.88,39.00,579601,2294782157.72,2.25,1.66,0.65,1.05
2026-07-16,39.78,39.83,40.07,39.61,408548,1627220077.19,1.15,0.00,0.00,0.74
2026-07-17,39.83,39.95,40.31,39.68,683106,2733162509.32,1.58,0.30,0.12,1.24
2026-07-20,39.80,40.58,40.80,39.73,763952,3074303677.07,2.68,1.58,0.63,1.38
2026-07-21,40.55,40.59,41.09,40.11,777215,3159029141.95,2.41,0.02,0.01,1.41
2026-07-22,40.45,40.86,40.92,40.11,519754,2108344327.10,2.00,0.67,0.27,0.94
2026-07-23,40.65,40.57,40.95,40.48,398837,1623492147.46,1.15,-0.71,-0.29,0.72
2026-07-24,40.59,40.46,40.90,40.46,394941,1606931657.12,1.08,-0.27,-0.11,0.72
2026-07-27,40.43,40.39,40.68,40.22,359255,1451920838.30,1.14,-0.17,-0.07,0.65
2026-07-28,40.39,40.80,40.84,40.30,388250,1577744401.06,1.34,1.02,0.41,0.70
2026-07-29,40.79,41.65,41.90,40.79,744511,3094922775.57,2.72,2.08,0.85,1.35
2026-07-30,41.60,42.47,42.48,41.40,670717,2822839432.80,2.59,1.97,0.82,1.21
2026-07-31,41.99,42.30,42.30,41.43,738180,3087871466.88,2.05,-0.40,-0.17,1.34
2026-08-03,42.18,40.96,42.28,40.91,805995,3333678654.40,3.24,-3.17,-1.34,1.46
2026-08-04,40.93,40.52,40.96,40.21,687914,2785769327.46,1.83,-1.07,-0.44,1.25
2026-08-05,40.52,40.27,40.65,39.82,510622,2047070531.64,2.05,-0.62,-0.25,0.92
2026-08-06,40.22,40.25,40.51,40.02,367555,1476771500.49,1.22,-0.05,-0.02,0.67
2026-08-07,40.29,40.10,40.36,39.80,389207,1561655595.17,1.39,-0.37,-0.15,0.70
2026-08-10,40.08,40.67,40.70,39.87,417269,1687830936.37,2.07,1.42,0.57,0.76
2026-08-11,40.63,40.54,40.80,40.37,319291,1296816684.28,1.06,-0.32,-0.13,0.58
2026-08-12,40.50,40.23,40.54,40.00,281714,1132135336.53,1.33,-0.76,-0.31,0.51
2026-08-13,40.13,40.24,40.45,40.05,264332,1063723498.86,0.99,0.02,0.01,0.48
2026-08-14,40.15,39.90,40.20,39.90,331245,1325954217.59,0.75,-0.84,-0.34,0.60
2026-08-17,40.00,39.89,40.09,39.61,325670,1297326489.14,1.20,-0.03,-0.01,0.59
2026-08-18,39.88,40.06,40.26,39.72,295120,1179611368.24,1.35,0.43,0.17,0.53
2026-08-19,40.38,41.32,41.49,40.29,757196,3110084339.99,3.00,3.15,1.26,1.37
2026-08-20,41.25,41.42,41.57,41.00,385718,1595944400.15,1.38,0.24,0.10,0.70
2026-08-21,41.43,41.24,41.73,41.24,434807,1801513600.34,1.18,-0.43,-0.18,0.79
2026-08-24,41.26,41.45,41.69,41.04,555473,2304463785.00,1.58,0.51,0.21,1.01
