date,open,close,high,low,volume_lots,amount_yuan,amplitude_pct,change_pct,change_amount,turnover_rate_pct
2026-06-05,28.36,27.64,28.95,27.50,670499,1888633560.11,5.07,-3.36,-0.96,1.93
2026-06-08,26.60,26.80,27.49,26.40,589327,1584254260.55,3.94,-3.04,-0.84,1.70
2026-06-09,26.90,26.70,27.00,26.05,593175,1565488712.31,3.54,-0.37,-0.10,1.71
2026-06-10,25.71,26.65,26.84,25.60,496210,1309910635.00,4.64,-0.19,-0.05,1.43
2026-06-11,26.50,27.23,27.47,26.45,506144,1368783967.99,3.83,2.18,0.58,1.46
2026-06-12,27.70,28.10,28.80,27.06,866802,2435738221.32,6.39,3.20,0.87,2.50
2026-06-15,28.45,26.90,28.75,26.54,1241427,3386253903.88,7.86,-4.27,-1.20,3.58
2026-06-16,26.40,25.38,26.40,25.31,1217199,3141911026.02,4.05,-5.65,-1.52,3.51
2026-06-17,25.47,25.00,25.57,24.67,851610,2134606210.02,3.55,-1.50,-0.38,2.46
2026-06-18,24.75,24.17,25.15,23.83,1054123,2568686993.77,5.28,-3.32,-0.83,3.04
2026-06-22,23.96,25.99,26.07,23.95,1276164,3199345992.53,8.77,7.53,1.82,3.68
2026-06-23,25.54,23.93,25.59,23.82,973892,2396396915.09,6.81,-7.93,-2.06,2.81
2026-06-24,24.31,24.64,25.20,24.01,801374,1965520475.67,4.97,2.97,0.71,2.31
2026-06-25,23.57,23.59,24.32,23.20,1046942,2485874417.88,4.55,-4.26,-1.05,3.02
2026-06-26,23.96,22.48,24.19,22.28,890944,2026516896.62,8.10,-4.71,-1.11,2.57
2026-06-29,22.80,23.16,23.65,22.40,846089,1950428032.79,5.56,3.02,0.68,2.44
2026-06-30,22.86,22.14,22.88,21.81,862221,1904316715.73,4.62,-4.40,-1.02,2.49
2026-07-01,21.80,21.80,22.41,21.58,700190,1535714766.90,3.75,-1.54,-0.34,2.02
2026-07-02,21.98,21.77,22.21,21.56,837562,1834971654.71,2.98,-0.14,-0.03,2.42
2026-07-03,22.38,22.42,22.97,22.10,946779,2131320743.92,4.00,2.99,0.65,2.73
2026-07-06,22.76,22.88,23.46,22.56,988892,2275805900.25,4.01,2.05,0.46,2.85
2026-07-07,22.57,22.39,22.74,22.13,580753,1301923764.49,2.67,-2.14,-0.49,1.67
2026-07-08,22.55,22.32,22.93,22.16,654282,1472891922.68,3.44,-0.31,-0.07,1.89
2026-07-09,22.02,21.89,22.12,21.22,809061,1751434937.01,4.03,-1.93,-0.43,2.33
2026-07-10,22.30,23.15,23.64,22.00,1158275,2658244134.84,7.49,5.76,1.26,3.34
2026-07-13,22.75,23.06,23.27,22.55,924321,2113814276.64,3.11,-0.39,-0.09,2.67
2026-07-14,23.48,24.98,25.34,22.90,1957457,4720328567.47,10.58,8.33,1.92,5.64
2026-07-15,25.10,26.10,26.53,24.65,1607986,4119220846.75,7.53,4.48,1.12,4.64
2026-07-16,25.60,25.37,26.43,25.33,1076063,2766619284.03,4.21,-2.80,-0.73,3.10
2026-07-17,25.37,25.12,25.46,24.68,929903,2331548717.49,3.07,-0.99,-0.25,2.68
2026-07-20,25.45,26.02,26.65,25.02,1135257,2940304260.31,6.49,3.58,0.90,3.27
2026-07-21,25.76,25.18,25.88,24.48,1234299,3096564656.90,5.38,-3.23,-0.84,3.56
2026-07-22,25.09,25.58,25.90,24.81,961790,2451158631.83,4.33,1.59,0.40,2.77
2026-07-23,25.88,26.87,27.61,25.33,1288085,3440699507.94,8.91,5.04,1.29,3.71
2026-07-24,26.16,25.40,26.41,25.28,935108,2406491873.86,4.21,-5.47,-1.47,2.70
2026-07-27,25.47,25.62,25.77,25.11,590395,1502799619.98,2.60,0.87,0.22,1.70
2026-07-28,25.16,25.60,25.75,24.94,521806,1323124720.74,3.16,-0.08,-0.02,1.50
2026-07-29,25.78,26.15,26.40,25.77,662985,1731499221.54,2.46,2.15,0.55,1.91
2026-07-30,26.53,26.50,27.57,26.50,943572,2537737568.89,4.09,1.34,0.35,2.72
2026-07-31,26.40,26.62,27.19,26.23,1114330,2982186853.20,3.62,0.45,0.12,3.21
2026-08-03,26.27,25.68,26.30,25.45,921845,2379583800.90,3.19,-3.53,-0.94,2.66
