date,vol_09:45,amt_09:45,vol_10:00,amt_10:00,vol_10:15,amt_10:15,vol_10:30,amt_10:30,vol_10:45,amt_10:45,vol_11:00,amt_11:00,vol_11:15,amt_11:15,vol_11:30,amt_11:30,vol_13:15,amt_13:15,vol_13:30,amt_13:30,vol_13:45,amt_13:45,vol_14:00,amt_14:00,vol_14:15,amt_14:15,vol_14:30,amt_14:30,vol_14:45,amt_14:45,vol_15:00,amt_15:00,day_vol,day_amt_wan,open_price,close_price
2026-08-21,125933,77734.3,62595,38966.3,68387,42795.4,43001,26877.2,37845,23540.4,29168,18225.7,17124,10689.4,14330,8941.7,36646,22935.7,43147,27068.1,25213,15757.6,29972,18674.1,28182,17548.1,87972,55269.5,73126,46091.6,71140,44681.0,793781,495796.1,61.65,62.84
2026-08-24,174906,108221.6,110732,67883.2,62616,38249.0,51428,31345.6,106044,64020.3,65672,39422.9,46654,27943.8,32467,19488.4,34284,20543.0,34940,20883.3,40525,24165.0,49572,29451.8,30334,18083.1,35838,21500.9,37581,22540.4,66480,40187.7,980074,593929.9,62.7,60.4
2026-08-25,153371,90716.8,96795,57415.3,43903,26193.6,44848,26857.3,35747,21287.8,23908,14275.1,38706,23180.6,20327,12174.9,53250,32195.6,44741,27142.9,26397,15939.4,19847,11959.3,23127,13958.5,19456,11741.1,46933,28253.7,64565,38754.6,755921,452046.5,58.75,60.15
2026-08-26,114405,68821.4,55968,33527.8,71968,42874.9,44555,26653.7,66558,40068.2,33222,20017.6,23872,14339.1,25974,15665.0,29653,17848.1,23184,13940.9,24322,14647.1,30999,18708.5,19219,11577.4,23440,14142.3,76860,46555.7,68985,41798.4,733185,441186.0,60.2,60.57
2026-08-27,407895,255046.6,131660,82850.2,76477,48138.5,98284,62066.0,134873,85771.9,104069,66744.4,49698,31670.3,79992,51403.2,56729,36284.2,54794,34881.1,50524,31983.6,29242,18537.4,21263,13484.6,28580,18158.1,42492,27060.5,122848,78498.7,1489420,942579.4,62.0,63.86
2026-08-28,428838,278974.1,239590,158688.1,129654,85894.3,87606,57839.7,90379,59562.3,80044,52291.6,55664,36310.8,48557,31589.7,40774,26452.0,37302,24185.4,51691,33343.8,45947,29648.7,37696,24322.6,31623,20394.7,66871,43048.7,104195,66830.8,1576430,1029377.2,64.04,64.04
2026-08-31,256323,161087.2,101686,64068.1,70146,44335.6,57349,36482.0,44245,27924.8,43323,27234.2,26060,16420.1,23887,15079.0,34983,22143.1,72570,46313.6,41998,26930.5,46162,29684.7,70321,45479.6,55531,36030.6,52442,34027.6,91710,59477.4,1088736,692718.1,63.15,64.84
2026-09-01,176332,112446.9,98224,62052.6,63615,40094.1,34504,21780.3,53317,33535.2,35196,22116.1,16375,10302.4,22021,13889.7,47789,30316.5,27517,17445.1,18534,11710.3,17568,11105.7,22744,14350.2,29862,18794.8,29718,18703.8,55989,35250.8,749304,473894.5,64.35,62.94
2026-09-02,121608,75300.5,49432,30630.1,82416,50776.2,33934,20981.0,26223,16229.8,17800,11016.7,16250,10048.6,30308,18832.8,20584,12740.0,17208,10677.1,26283,16351.4,20174,12539.6,20796,12925.4,25187,15607.1,40159,24855.7,61150,37779.8,609511,377291.7,61.72,61.8
2026-09-03,238487,151096.8,87861,55413.1,42814,26823.7,26524,16573.5,21798,13634.9,16361,10210.6,19806,12409.7,76574,48506.9,70047,44359.7,53999,34016.7,38765,24471.0,57002,36082.9,61436,39068.7,27283,17290.0,31456,19868.8,47551,29992.3,917764,579819.4,63.0,63.2
2026-09-04,307680,199270.9,114409,73325.7,49271,31612.6,42739,27295.3,30904,19694.2,22462,14320.2,27828,17669.8,18800,11920.9,133822,86331.2,167799,108990.7,63632,41170.8,50485,32601.6,43857,28211.1,42729,27382.8,80867,51473.7,95053,60412.4,1292337,831683.9,63.84,63.69
