date,vol_09:45,amt_09:45,vol_10:00,amt_10:00,vol_10:15,amt_10:15,vol_10:30,amt_10:30,vol_10:45,amt_10:45,vol_11:00,amt_11:00,vol_11:15,amt_11:15,vol_11:30,amt_11:30,vol_13:15,amt_13:15,vol_13:30,amt_13:30,vol_13:45,amt_13:45,vol_14:00,amt_14:00,vol_14:15,amt_14:15,vol_14:30,amt_14:30,vol_14:45,amt_14:45,vol_15:00,amt_15:00,day_vol,day_amt_wan,open_price,close_price
2026-08-18,296739,28183.2,178242,16785.6,77962,7366.4,70303,6656.6,49049,4623.6,92534,8690.6,53506,5027.1,47904,4502.2,47792,4490.8,56400,5307.3,94893,8914.0,55650,5237.1,61584,5801.1,66863,6320.3,65913,6238.5,87525,8269.2,1402858,132413.8,9.44,9.45
2026-08-19,217934,20223.8,113533,10582.0,84056,7848.8,99944,9365.1,54332,5090.8,68622,6418.3,41699,3890.3,41032,3828.3,89825,8367.2,61792,5759.2,42591,3964.3,38007,3539.1,50859,4744.2,70852,6617.5,101700,9450.0,136514,12728.2,1313295,122417.1,9.27,9.35
2026-08-20,512876,48812.3,144473,13729.9,138726,13114.5,148610,13916.1,126001,11713.3,123360,11419.4,94000,8686.5,105718,9712.6,64292,5921.0,70611,6489.9,113434,10380.6,58527,5352.0,68629,6275.5,54179,4957.3,76241,6982.5,98577,9034.4,1998254,186497.6,9.42,9.17
2026-08-21,305630,28186.0,127441,11784.5,85700,7911.6,230040,21433.1,134219,12560.1,98541,9232.6,41393,3873.3,38623,3609.5,62764,5832.4,45458,4222.8,58426,5452.9,101365,9485.3,77914,7289.3,78127,7318.7,135291,12694.9,142007,13349.1,1762939,164236.1,9.12,9.42
2026-08-24,326689,30846.1,122874,11556.7,104445,9868.5,172823,16441.2,97870,9267.8,98879,9302.2,45679,4314.3,41724,3951.2,42696,4033.2,37514,3543.9,45428,4284.0,36073,3398.3,70726,6699.4,124751,11871.0,97829,9278.1,115006,10920.1,1581006,149576.1,9.5,9.5
2026-08-25,241958,22806.9,192088,17967.7,126305,11758.2,62567,5843.6,70026,6522.8,134738,12473.1,35786,3320.2,29166,2707.6,65929,6135.0,48582,4536.3,48759,4546.5,41098,3823.1,47482,4432.5,52387,4896.6,75876,7097.2,79611,7445.7,1352358,126313.0,9.42,9.37
2026-08-26,364750,34523.2,337641,32350.7,156121,14942.7,155571,14941.8,221945,21413.9,136175,13157.0,89104,8610.0,48272,4651.8,86512,8315.2,66992,6426.2,57648,5543.2,56662,5434.4,57971,5568.2,76684,7351.4,69287,6644.6,161884,15533.0,2143221,205407.2,9.38,9.59
2026-08-27,284457,27253.8,144594,13851.0,92872,8923.9,102505,9841.9,111702,10660.3,53379,5096.9,41187,3947.8,48687,4666.8,97532,9312.1,68210,6547.4,64056,6154.3,119018,11471.5,42290,4072.0,47717,4593.9,63088,6078.0,139735,13469.1,1521029,145940.5,9.55,9.65
2026-08-28,468989,45822.2,174324,16889.5,97939,9492.4,92774,9029.9,137253,13408.3,69035,6725.9,77909,7620.0,51100,4997.9,126374,12368.7,143258,14102.0,43258,4240.6,57671,5653.2,40858,4010.8,89138,8760.0,104371,10270.2,114985,11294.8,1889236,184686.3,9.8,9.82
2026-08-31,407289,39074.1,164748,15789.6,81866,7885.9,87384,8390.6,67358,6452.9,48852,4689.3,59250,5704.2,39635,3823.9,48035,4632.2,76097,7378.9,73494,7144.8,60349,5884.5,50915,4963.2,58284,5674.6,82635,8059.4,96384,9407.5,1502574,144955.6,9.68,9.77
2026-09-01,404482,39892.9,152446,15021.7,90901,8946.6,136873,13538.5,63273,6237.9,71551,7070.8,82250,8141.2,54631,5407.7,66944,6610.1,63001,6202.0,83878,8244.4,100408,9837.5,99415,9726.7,66335,6482.0,66357,6492.9,85346,8353.8,1688091,166206.7,9.8,9.79
